"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 04 20:09:33 GMT 2024","Thu Jul 04 20:09:33 GMT 2024","85","Regression Test Suite","Infer flow API Tests","com.qa.tests.VersionsTest","com.qa.tests.VersionsTest","deleteVersionSuccessTest","deleteVersionSuccessTest",""
"passed","Thu Jul 04 20:09:31 GMT 2024","Thu Jul 04 20:09:33 GMT 2024","1859","Regression Test Suite","Infer flow API Tests","com.qa.tests.VersionsTest","com.qa.tests.VersionsTest","createVersionSuccessTest","createVersionSuccessTest",""
