"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jul 04 18:27:54 GMT 2024","Thu Jul 04 18:27:54 GMT 2024","21","Regression Test Suite","Infer flow API Tests","com.qa.tests.VersionsTest","com.qa.tests.VersionsTest","deleteVersionSuccessTest","deleteVersionSuccessTest",""
"broken","Thu Jul 04 18:27:52 GMT 2024","Thu Jul 04 18:27:54 GMT 2024","1496","Regression Test Suite","Infer flow API Tests","com.qa.tests.VersionsTest","com.qa.tests.VersionsTest","createVersionSuccessTest","createVersionSuccessTest",""
